,RBF_DivMom_0.0_1.0_0.0,RBF_DivMom_0.0_1.0_0.15,RBF_DivMom_0.0_1.0_0.3,RBF_DivMom_0.0_1.0_0.45,RBF_DivMom_0.0_1.0_0.6,RBF_DivMom_0.0_1.0_0.75,RBF_DivMom_0.0_1.0_0.9,RBF_DivMom_0.0_1.0_1.0,RBF_DivMom_0.1_0.9_0.0,RBF_DivMom_0.1_0.9_0.15,RBF_DivMom_0.1_0.9_0.3,RBF_DivMom_0.1_0.9_0.45,RBF_DivMom_0.1_0.9_0.6,RBF_DivMom_0.1_0.9_0.75,RBF_DivMom_0.1_0.9_0.9,RBF_DivMom_0.1_0.9_1.0,RBF_DivMom_0.2_0.8_0.0,RBF_DivMom_0.2_0.8_0.15,RBF_DivMom_0.2_0.8_0.3,RBF_DivMom_0.2_0.8_0.45,RBF_DivMom_0.2_0.8_0.6,RBF_DivMom_0.2_0.8_0.75,RBF_DivMom_0.2_0.8_0.9,RBF_DivMom_0.2_0.8_1.0,RBF_DivMom_0.3_0.7_0.0,RBF_DivMom_0.3_0.7_0.15,RBF_DivMom_0.3_0.7_0.3,RBF_DivMom_0.3_0.7_0.45,RBF_DivMom_0.3_0.7_0.6,RBF_DivMom_0.3_0.7_0.75,RBF_DivMom_0.3_0.7_0.9,RBF_DivMom_0.3_0.7_1.0,RBF_DivMom_0.4_0.6_0.0,RBF_DivMom_0.4_0.6_0.15,RBF_DivMom_0.4_0.6_0.3,RBF_DivMom_0.4_0.6_0.45,RBF_DivMom_0.4_0.6_0.6,RBF_DivMom_0.4_0.6_0.75,RBF_DivMom_0.4_0.6_0.9,RBF_DivMom_0.4_0.6_1.0,RBF_DivMom_0.5_0.5_0.0,RBF_DivMom_0.5_0.5_0.15,RBF_DivMom_0.5_0.5_0.3,RBF_DivMom_0.5_0.5_0.45,RBF_DivMom_0.5_0.5_0.6,RBF_DivMom_0.5_0.5_0.75,RBF_DivMom_0.5_0.5_0.9,RBF_DivMom_0.5_0.5_1.0,RBF_DivMom_0.6_0.4_0.0,RBF_DivMom_0.6_0.4_0.15,RBF_DivMom_0.6_0.4_0.3,RBF_DivMom_0.6_0.4_0.45,RBF_DivMom_0.6_0.4_0.6,RBF_DivMom_0.6_0.4_0.75,RBF_DivMom_0.6_0.4_0.9,RBF_DivMom_0.6_0.4_1.0,RBF_DivMom_0.7_0.3_0.0,RBF_DivMom_0.7_0.3_0.15,RBF_DivMom_0.7_0.3_0.3,RBF_DivMom_0.7_0.3_0.45,RBF_DivMom_0.7_0.3_0.6,RBF_DivMom_0.7_0.3_0.75,RBF_DivMom_0.7_0.3_0.9,RBF_DivMom_0.7_0.3_1.0,RBF_DivMom_0.8_0.2_0.0,RBF_DivMom_0.8_0.2_0.15,RBF_DivMom_0.8_0.2_0.3,RBF_DivMom_0.8_0.2_0.45,RBF_DivMom_0.8_0.2_0.6,RBF_DivMom_0.8_0.2_0.75,RBF_DivMom_0.8_0.2_0.9,RBF_DivMom_0.8_0.2_1.0,RBF_DivMom_0.9_0.1_0.0,RBF_DivMom_0.9_0.1_0.15,RBF_DivMom_0.9_0.1_0.3,RBF_DivMom_0.9_0.1_0.45,RBF_DivMom_0.9_0.1_0.6,RBF_DivMom_0.9_0.1_0.75,RBF_DivMom_0.9_0.1_0.9,RBF_DivMom_0.9_0.1_1.0,RBF_DivMom_1.0_0.0_0.0,RBF_DivMom_1.0_0.0_0.15,RBF_DivMom_1.0_0.0_0.3,RBF_DivMom_1.0_0.0_0.45,RBF_DivMom_1.0_0.0_0.6,RBF_DivMom_1.0_0.0_0.75,RBF_DivMom_1.0_0.0_0.9,RBF_DivMom_1.0_0.0_1.0,SP500
2024-10-11,1.4466294397685355,1.4242189509993954,1.390792013635846,1.3487862814557887,1.2679378238827015,1.1063976427883122,1.150414804818758,-7.013838178383835,1.4375195119923865,1.4137103613265518,1.3839756861679433,1.3492556748988318,1.2694390679203076,1.1180826141805786,1.1633807604151165,-6.128524882968463,1.4282400802482105,1.403045425405923,1.3769378022186585,1.3494106551958778,1.2705415230228219,1.1292382400346832,1.1755888176756788,-5.253268162608759,1.4187948795322185,1.3922285571499404,1.3696819798513664,1.349251237927862,1.2712451821174013,1.139855031580185,1.1870269210644329,-4.389085100796282,1.4091876914952242,1.381264205672795,1.362211923023266,1.3487776300535819,1.2715503540514492,1.1499241260349915,1.1976841129321125,-3.5369659427704327,1.3994223421941283,1.3701568525919083,1.354531418867657,1.3479902296931927,1.2714576625648149,1.1594372977570453,1.2075505502407506,-2.6978723274393053,1.3895026998293007,1.3589110093271912,1.3466443349322486,1.3468896257406282,1.2709680449006238,1.1683869683470363,1.2166175191131183,-1.8727355929434664,1.3794326724695303,1.3475312144000957,1.3385546163759612,1.3454765973053828,1.2700827500573395,1.176766215686207,1.2248774471774981,-1.0624551597977345,1.3692162057661912,1.3360220307344457,1.330266283126625,1.3437521129842231,1.2688033366852638,1.184568781895531,1.2323239136833979,-0.26789699532261946,1.358857280658377,1.324388042961055,1.321783427002186,1.3417173299636402,1.2671316706311442,1.1917890802046587,1.2389516573690142,0.5101078371560195,1.348359911070548,1.3126338547281087,1.3131102087978257,1.3393735929539667,1.2650699221350805,1.1984222007212824,1.244756582066678,1.2707645411047528,1.2807433569965263
2024-10-18,1.4747586485950686,1.4460021941037022,1.4169602887447863,1.372380209584132,1.2728785749007356,1.1113680865541526,1.1555829937895257,-7.048022970321247,1.4653484150807752,1.4349921983512446,1.4099421892448816,1.3724538431229767,1.2744285526323533,1.1231649785587652,1.1686690323728508,-6.1587801390350965,1.4557669717716637,1.423828605168006,1.4026991123351782,1.3722074707745855,1.275578261960688,1.1344313328120084,1.1809950655175763,-5.279532814824906,1.4460181688987963,1.4125160058154496,1.3952347788865844,1.3716413907869398,1.2763276553693013,1.1451575319979974,1.1925488607589685,-4.411305127486393,1.4361059029589787,1.4010590230065796,1.3875529964929025,1.3707560958857434,1.2766770025347776,1.155334585717186,1.2033192861216409,-3.5550944868462206,1.4260341144034954,1.389462308126978,1.3796576566798788,1.369552272767961,1.2766268893481032,1.1649541418574705,1.2132963272154507,-2.7118697970707233,1.415806785313638,1.377730538457495,1.3715527320703371,1.3680308014219844,1.2761782165729925,1.174008496914832,1.2224711021511512,-1.8825697443371232,1.405427937064728,1.3658684144006388,1.3632422735079208,1.3661927542752295,1.2753321981436772,1.18249060524711,1.2308358742452907,-1.0681011618556888,1.3949016279803215,1.3538806567126696,1.3547304071419066,1.3640393951700938,1.2740903591052997,1.1903940872467318,1.2383840624890294,-0.26933747600856417,1.38423195097839,1.3417720037434373,1.34602133147576,1.361572178169466,1.2724545332005093,1.1977132364203216,1.2451102497607551,0.5128827628614362,1.3734230312110565,1.3295472086859512,1.3371193143819031,1.3587927461930653,1.2704268601063873,1.2044430253654004,1.251010188767826,1.27775726172263,1.2916764523875812
2024-10-25,1.4497522489455206,1.4200643629523648,1.3895405642600742,1.346742173989064,1.2488800840673544,1.0908819235848817,1.134281804901971,-6.9084991970178455,1.4405388311051053,1.4095161876458597,1.3828715167026595,1.3472266736539258,1.2509840357185045,1.1026314131175394,1.1473035673579475,-6.03756639893188,1.4311566193745144,1.3988130573842497,1.3759796543619973,1.3473969975967315,1.2526963177599815,1.1138635560201038,1.1595830662212456,-5.1762295274128345,1.421609385935025,1.3879593987313412,1.368868525715495,1.3472531504035858,1.2540163340003134,1.1245686669085937,1.171107943749193,-4.325496230439205,1.4119009488454024,1.3769596725443545,1.3615417665887617,1.3467953280971896,1.2549437999544142,1.1347376703144683,1.181866915661078,-3.4863484226041543,1.402035169775414,1.365818371271216,1.3540030974821355,1.3460239179311533,1.255478742606937,1.1443621123293233,1.1918497887649528,-2.6597405184253766,1.3920159517260038,1.3545400162464056,1.346256320851575,1.3449394980129525,1.2556214998157316,1.1534341712278682,1.2010474764579344,-1.846597736386679,1.3818472367378012,1.34312915498737,1.3383053183463391,1.3435428367559505,1.2553727193567261,1.1619466670519398,1.2094520120677055,-1.0478144776828902,1.3715330035896187,1.331590358493486,1.330154048005841,1.341834892161038,1.254733357612168,1.169893070140501,1.2170565600079886,-0.264252783424837,1.3610772654887036,1.3199282185495746,1.3218065414182423,1.3398168109287036,1.253704677904626,1.1772675085926014,1.2238554247258424,0.5032591261634821,1.3504840677542924,1.3081473450359486,1.3132669008431932,1.337489927402433,1.2522882484796876,1.1840647746525204,1.229844057423968,1.253928227259467,1.2792215227709103
2024-11-01,1.4279199477284006,1.4009337565629014,1.3713431152341475,1.332611491266424,1.2331168621469322,1.073444947205076,1.1161511120996532,-6.806124895280578,1.4184789714730839,1.3900327260227163,1.364327898355914,1.3324287859784831,1.2352782239628204,1.0851062006070917,1.1290683360805311,-5.94883278429755,1.4088765147482831,1.378986344909091,1.3570971056501138,1.3319350340368463,1.2370530896347736,1.0962604053962401,1.1412573787838105,-5.100784778360428,1.3991164188160083,1.367799138728437,1.3496544453322825,1.3311307031964583,1.2384407915097817,1.1068978882245117,1.1527058755624182,-4.2629774643963545,1.3892025662413845,1.3564756605528066,1.3420037072631588,1.3300164502548562,1.2394409696305204,1.1170095726320945,1.1634025139966837,-3.4363825552164733,1.3791388786048497,1.3450204882981331,1.3341487601775046,1.3285931203787187,1.2400535716062193,1.126586990786583,1.1733370517320356,-2.6219451322739555,1.3689293142046908,1.3334382220067353,1.3260935488729981,1.3268617462619703,1.2402788521279382,1.1356222942225531,1.1825003322325824,-1.820581956867377,1.358577865751593,1.3217334811360828,1.3178420913616937,1.3248235471164422,1.240117372129385,1.1441082635638828,1.1908842984174353,-1.0331798537658006,1.3480885580568407,1.3099109018557622,1.309398475986485,1.3224799274962273,1.239569997595016,1.1520383172133342,1.1984820041515967,-0.2605941710239589,1.3374654457159292,1.2979751343546104,1.300766858505194,1.319832475957111,1.2386378980176302,1.159406518995909,1.2052876235682142,0.4963526804619963,1.32671261078912,1.2859308401599523,1.2919514591447268,1.316882963552549,1.2373225445081821,1.1662075847446862,1.2112964582042494,1.2368726043371019,1.261751455193856
2024-11-08,1.569532234490363,1.5398697194538922,1.5248442973798086,1.4778061863437797,1.3616110274782562,1.1837038227566237,1.2346306234775177,-7.528595484816276,1.5581818293225287,1.5269339760482707,1.5159613771573974,1.4762319402361344,1.3632797059572166,1.1960761013979033,1.2485007027373785,-6.578097777009047,1.54666710435864,1.5138536235815612,1.506850224443426,1.4743137739444871,1.3645195513446513,1.207879242765896,1.261556272386645,-5.638453823704823,1.5349926062530515,1.5006339262062127,1.4975154668185273,1.4720531653401385,1.3653305014369628,1.2191032752928685,1.273784478365417,-4.710754617365184,1.5231629164050633,1.4872801658797767,1.4879618106200097,1.469451799229625,1.3657128346257557,1.2297389018948244,1.285173647299771,-3.7960621959060434,1.5111826483104018,1.473797639287997,1.4781940375475897,1.466511565638336,1.3656671688615132,1.239777511551407,1.2957133042506828,-2.8954077482576137,1.4990564449115316,1.4601916547837785,1.4682170012381164,1.4632345579125285,1.3651944602263153,1.2492111897545843,1.30539418812259,-2.0097897993893192,1.4867889759486874,1.4464675293441907,1.4580356238122578,1.4596230706420652,1.3642960011182947,1.2580327278098822,1.3142082647004203,-1.1401724790102479,1.4743849353134513,1.432630585547601,1.4476548923960582,1.4556795974063275,1.362973418051191,1.2662356309763376,1.322148737289495,-0.2874838779145726,1.4618490384068321,1.4186861485730475,1.437079855620452,1.451406828346027,1.3612286690728599,1.2738141254336015,1.3292100549382793,0.5473855043101361,1.4491860195035358,1.4046395432239163,1.4263156201016178,1.4468076475637157,1.3590640408071644,1.280763164067067,1.335387918229827,1.3635842167572125,1.3205002141583464
2024-11-15,1.5621194080170453,1.5325969876354633,1.5220785753457236,1.4735011336161068,1.3582340204523888,1.1837964570093982,1.2369256593031457,-7.542590274857727,1.5504758373446152,1.519382520403747,1.5135640326610513,1.472146204934701,1.3603472788088813,1.1964362855435204,1.2513309510710287,-6.593009783250731,1.5386738481484035,1.5060299491502747,1.5048174371058332,1.4704477999264587,1.3620335838276048,1.2085121936375092,1.2649308733584832,-5.653536410323921,1.5267180722815363,1.4925446061986645,1.4958432519892197,1.4684072427233439,1.3632924499513488,1.2200138217276175,1.2777115354360677,-4.725277798124903,1.5146131720996292,1.4789318368915505,1.4866460236086616,1.4660260647700079,1.364123731739902,1.2309314764980779,1.2896602104025818,-3.809314313719003,1.5023638377890622,1.4651969965118175,1.4772303779493596,1.4633060032616603,1.3645276233951222,1.2412561432264573,1.300765355411992,-2.9066970882906755,1.4899747846976297,1.4513454472237264,1.4676010173479843,1.4602489993992116,1.3645046578931979,1.2509794970116863,1.3110166295933605,-2.0184461314141076,1.4774507506694419,1.4373825550360437,1.4577627171235916,1.456857196463823,1.3640557057258975,1.2600939128667235,1.320404909625792,-1.145548524950514,1.4647964933858946,1.4233136867892422,1.4477203221785886,1.4531329377131248,1.3631819732532742,1.2685924746602173,1.328922302935881,-0.28895670080084185,1.4520167877146428,1.4091442071688185,1.4374787435728071,1.4490787641016487,1.361885000670793,1.276468982893764,1.3365621584906953,0.5504131934972799,1.4391164230682512,1.3948794757467593,1.4270429550735173,1.4446974118280855,1.3601666595944402,1.2837179613037748,1.3433190751651347,1.3716828375923822,1.2929869655579127
2024-11-22,1.6518313406799936,1.6206134587506407,1.6168641502096448,1.568139869495382,1.4415354369365374,1.2585290220512693,1.3182308142955597,-8.038377120840915,1.6374024414954733,1.6045658942582304,1.6058890168160975,1.5650063858226004,1.4423422687893943,1.2704920225727585,1.3321353905635296,-7.018752037646477,1.6228382490019109,1.5884087511882787,1.5946896900800445,1.5615112683447034,1.4426924017110114,1.281825732107371,1.3451501930223684,-6.012072085342315,1.6081442908867734,1.5721482118603054,1.5832717820421705,1.5576571056624406,1.4425866740266522,1.2925212607377035,1.3572632611593622,-5.019478791805776,1.5933261016323796,1.5557904431716023,1.5716409697065639,1.553446699965675,1.4420262856523154,1.3025704746477502,1.3684639336827116,-4.04207961782313,1.5783892195007678,1.5393415932738006,1.5598029910264686,1.5488830641888653,1.441012795797981,1.3119660050653077,1.3787428632291503,-3.0809460364051557,1.5633391835429493,1.5228077882955373,1.5477636408776152,1.5439694189841058,1.439548120259454,1.3207012559334812,1.3880920284885412,-2.1371117053019315,1.5481815306344717,1.5061951291132243,1.5355287670225268,1.5387091895154597,1.437634528303603,1.3287704103019005,1.3965047437239544,-1.211570736822503,1.5329217925391685,1.489509688171887,1.5231042660690943,1.5331060020784213,1.4352746391524702,1.3361684354309846,1.4039756656718696,-0.3052760687821666,1.5175654930030507,1.4727575063579792,1.5104960794269033,1.5271636805486213,1.4324714180722633,1.3428910866050743,1.4105007978132906,0.580862059892203,1.5021181448800152,1.455944589926037,1.4977101892645326,1.5208862426639431,1.4292281720738023,1.3489349096529435,1.4160774920129418,1.4459775256718028,1.3147296975250264
2024-11-29,1.6467875927957698,1.6156650324177477,1.6088393240894499,1.5528410976007092,1.4286407677151693,1.254757494985629,1.3160131126661037,-8.024853903324113,1.633057227926474,1.6003078198109266,1.5984007474186643,1.5496046060410444,1.4293134242501149,1.2670181470377857,1.3302721797452508,-7.008935156554663,1.6191803401172737,1.584828447059398,1.587732366088428,1.5460106054137608,1.4295334054295115,1.2786573441039062,1.3436503536513984,-6.005368638796732,1.6051622845736302,1.5692329536216438,1.5768395674326214,1.5420617510020875,1.4293016624572774,1.289665720343538,1.356134926616427,-5.015305945261998,1.5910084321237334,1.5535273734407495,1.5657278102430081,1.5377609086378898,1.4286195044711256,1.3000346552113116,1.3677144758103825,-4.039865917983774,1.5767241662201297,1.5377177315936545,1.5544026208663908,1.5331111517949632,1.427488596108227,1.3097562833766587,1.3783788798879424,-3.0801326773210795,1.5623148799584887,1.5218100409785023,1.5428695892821618,1.5281157585032166,1.4259109546645792,1.3188235033885267,1.3881193329768404,-2.137153743394762,1.5477859731155021,1.5058102990422235,1.5311343651635967,1.5227782080875483,1.4238889468530862,1.327229985073366,1.396928356081622,-1.2119382517476138,1.5331428492078598,1.4897244845504456,1.5192026539261667,1.5171021777353189,1.421425285166032,1.334970175657388,1.4047998058821882,-0.3054552672467005,1.518390912574347,1.4735585544017877,1.5070802127663239,1.5110915388965938,1.418523023848134,1.342039304606549,1.4117288809127027,0.5813678000377946,1.5035355654828158,1.4573184404885453,1.4947728466939765,1.5047503535213855,1.4151855544869343,1.3484333871803988,1.4177121251128206,1.4476466735386928,1.3286140823411101
2024-12-06,1.6507084560242922,1.6271964045116267,1.6206107706116455,1.5642028200947933,1.438445336600233,1.2633687264243845,1.3274116472562225,-8.076005111720614,1.6365681419913927,1.6117793148755943,1.6100217744808258,1.5608708652013554,1.4385424742319497,1.2751992594575745,1.341581602315237,-7.050615662389141,1.62228736765744,1.5962382311406238,1.5992022806605557,1.5571791184140886,1.4381836512845896,1.2863946242184456,1.354858757987725,-6.038514886914039,1.6078715988131604,1.580579225044552,1.5881577470896449,1.5531303037582078,1.437370375532687,1.2969461587100293,1.36723072490762,-5.040844409072897,1.59332631194627,1.5648083635204946,1.5768937026761474,1.5487273568170739,1.4361045130155903,1.3068459653410576,1.3786864170791873,-4.058710978228625,1.5786569912213813,1.5489317053208032,1.5654157433503153,1.5439734217561252,1.4343882848649616,1.3160869193811167,1.3892160675267342,-3.0931845624744105,1.5638691254812205,1.5329552976787766,1.5537295280988925,1.5388718481672485,1.4322242637301101,1.3246626761310747,1.3988112413507046,-2.1452965371005708,1.548968205271128,1.516885173010286,1.5418407749841285,1.5334261877374717,1.429615369807344,1.3325676768005899,1.4074648461661992,-1.2160379724207595,1.5339597198887487,1.5007273456574235,1.5297552571508155,1.5276401907459713,1.426564866480175,1.3397971530872608,1.4151711399061093,-0.3063580247057472,1.518849154460929,1.4844878086762703,1.5174787988248326,1.5215178023936498,1.4230763555777155,1.3463471304544745,1.4219257359772597,0.5828375663253308,1.503641987049534,1.468172530670797,1.5050172713064345,1.5150631589695938,1.4191537722591467,1.35221443010773,1.427725605764385,1.4506878703155752,1.341364216180049
2024-12-13,1.594055985268551,1.568875208619957,1.56496850544895,1.5104972729873274,1.3867719626113164,1.217984641937223,1.278839172639354,-7.7798945886778395,1.5815882756888517,1.5550552467321057,1.5561907192023292,1.5086831698800647,1.3883698356929473,1.2307236095160405,1.2939001802101746,-6.799000492392371,1.568964205410726,1.5410955912700415,1.5471708925785466,1.506514989177143,1.3895273772868555,1.2428736390860682,1.3081289573748711,-5.82892717063091,1.5561887588284975,1.5270018670832528,1.537913689091519,1.5039943982074666,1.3902446153956431,1.2544243601350598,1.3215107149572451,-4.870816748766174,1.5432669465588225,1.5127797101160563,1.5284238606729386,1.5011232791525013,1.3905219312217187,1.2653661060639192,1.3340318728678433,-3.9257820882220487,1.5302038025520928,1.4984347641260456,1.5187062441620611,1.4979037271101165,1.390360057965288,1.2756899263788632,1.3456800821102777,-2.994904769583501,1.5170043812113683,1.4839726774259634,1.508765757756076,1.4943380479680068,1.3897600792122027,1.285387597689997,1.3564442443711444,-2.079233156897936,1.5036737545208505,1.4693990996512551,1.4986073974242335,1.4904287560893388,1.3887234269147233,1.2944516334989393,1.3663145291512044,-1.179780547737999,1.4902170091858855,1.4547196785555343,1.488236233288844,1.486178571813397,1.3872518789689476,1.3028752927607437,1.375282388401263,-0.29752341334649707,1.4766392437865676,1.4399400568361784,1.47765740597646,1.4815904187742994,1.385347556393204,1.31065258720775,1.3833405686320797,0.5666002670765525,1.4629455659467594,1.4250658689922167,1.466876122942358,1.4766674210409225,1.3830129201122863,1.317778287425617,1.3904831204737969,1.4116925741586155,1.332734896690425
2024-12-20,1.5515338057009926,1.5274756467427713,1.5236135975258176,1.4705817887938524,1.3477820768198245,1.183740308070319,1.2427303065944468,-7.546092362490484,1.5389967446871577,1.5136611379588916,1.514621957797366,1.4683834238717002,1.348873774801094,1.1957122361968946,1.2569461816610918,-6.59198196436765,1.5263139103476038,1.4997170714008596,1.5053998416158159,1.4658415802532214,1.349536752339375,1.2071037115767231,1.270344090321257,-5.64913597458914,1.5134902695246526,1.485649016401815,1.4959519932675964,1.4629581840778259,1.3497714754883128,1.2179052525847234,1.2829104855631372,-4.718647973657271,1.500530809490022,1.4714625478891818,1.4862832376751973,1.4597353685031302,1.3495787530643641,1.2281080745639528,1.2946330129494519,-3.8015813935967886,1.4874405351036284,1.4571632431806865,1.4763984768580953,1.4561754715149842,1.348959734893875,1.2377041004854452,1.305500530004936,-2.8989676236547988,1.474224465984121,1.4427566788076986,1.4663026863614064,1.45228103355577,1.3479159096647586,1.2466859704260946,1.3155031232175123,-2.0118041993545,1.4608876336930723,1.428248427368046,1.4560009116554282,1.4480547949739164,1.3464491023866918,1.2550470498505242,1.3246321226175926,-1.1410530790975129,1.4474350789347485,1.4136440544104374,1.4454982645091656,1.4434996932977038,1.344561471464417,1.262781436685465,1.3328801139056592,-0.2876390122540371,1.4338718487734468,1.398949115352598,1.4347999193411294,1.4386188603367107,1.3422555053892484,1.2698839671775048,1.340240948104079,0.5475519975855213,1.420202993870138,1.384169152435168,1.423911109550484,1.4334156191143188,1.3395340190544354,1.2763502205276516,1.3467097487151476,1.36367413080125,1.30625244316119
2024-12-27,1.54766314864498,1.522661093588454,1.5189183869888496,1.466050002571,1.3422508021339319,1.1788822580091773,1.2380268482199746,-7.51626854525073,1.5354780316159184,1.5091167875037437,1.5102762765691928,1.4641704080441995,1.343704112813118,1.1911295775289727,1.2525724106093314,-6.568205551155544,1.5231422197016646,1.4954391559602722,1.501400480987271,1.4619473131344896,1.3447308223834376,1.2028050099094039,1.2663112777528671,-5.630711219728397,1.5106605793377352,1.4816336950377031,1.4922955860215616,1.4593824203307395,1.345331046292881,1.2138986321018819,1.2792291928329818,-4.704887612944967,1.498038001494693,1.4677059097315732,1.4829662619388264,1.4564776403150488,1.345505242223632,1.2244012056287625,1.2913130720157344,-3.7918082324874867,1.4852793988623645,1.4536613107611964,1.4734172600478523,1.4532350899971285,1.345254208809096,1.2343041881597094,1.3025510256137887,-2.892516077601285,1.4723897030422175,1.4395054114019545,1.463653409216463,1.4496570903644896,1.3445790839536602,1.2435997439263882,1.3129323769031969,-2.008021782223216,1.4593738617498466,1.4252437243441445,1.453679612354912,1.4457461641511098,1.3434813427583352,1.2522807529592181,1.3224476785534258,-1.1393018357718474,1.4462368360295015,1.410881758580542,1.4435008428687066,1.4415050333273802,1.3419627950561097,1.2603408191324508,1.3310887266356484,-0.2872968917455973,1.4329835974826755,1.3964250163248222,1.43312214108411,1.4369366164144226,1.3400255825613834,1.2677742770061633,1.3388485721800387,0.5470898319794851,1.4196191255125081,1.3818789899629127,1.4225486106493546,1.4320440256259295,1.337672175638389,1.2745761974563028,1.3457215302587995,1.3629940575277157,1.3150600681519142
